datetime,station_id,line_id,passenger_count,weather,temperature,hour,day,month,year,weekday,is_weekend,is_holiday
2023-06-04 19:48:00,S2,L3,14,cloudy,32.0,19,4,6,2023,6,1,0
2023-05-28 06:31:00,S5,L3,21,cloudy,36.8,6,28,5,2023,6,1,0
2023-01-08 09:50:00,S5,L3,24,rainy,31.5,9,8,1,2023,6,1,1
2023-01-23 23:53:00,S2,L3,12,rainy,26.2,23,23,1,2023,0,0,0
2023-10-04 21:10:00,S1,L3,20,sunny,30.0,21,4,10,2023,2,0,0
2023-07-31 03:57:00,S2,L1,14,sunny,32.3,3,31,7,2023,0,0,0
2023-02-13 03:04:00,S2,L2,17,cloudy,19.0,3,13,2,2023,0,0,0
2023-10-15 14:49:00,S2,L1,20,sunny,29.2,14,15,10,2023,6,1,0
2023-12-18 19:16:00,S3,L1,23,rainy,26.5,19,18,12,2023,0,0,0
2023-07-10 04:56:00,S5,L3,20,rainy,34.4,4,10,7,2023,0,0,0
2023-04-15 16:51:00,S4,L2,16,sunny,28.9,16,15,4,2023,5,1,0
2023-12-18 09:47:00,S4,L1,17,sunny,14.7,9,18,12,2023,0,0,0
2023-01-30 07:05:00,S3,L3,13,cloudy,29.2,7,30,1,2023,0,0,0
2023-12-25 15:01:00,S2,L3,16,sunny,16.7,15,25,12,2023,0,0,0
2023-01-19 04:54:00,S3,L2,17,cloudy,33.4,4,19,1,2023,3,0,0
2023-08-10 13:55:00,S3,L1,19,sunny,23.2,13,10,8,2023,3,0,0
2023-09-20 07:42:00,S1,L1,24,sunny,21.3,7,20,9,2023,2,0,0
2023-10-27 21:47:00,S5,L1,21,sunny,23.1,21,27,10,2023,4,0,1
2023-12-24 22:03:00,S4,L3,17,sunny,22.5,22,24,12,2023,6,1,0
2023-11-24 08:47:00,S2,L2,25,rainy,26.2,8,24,11,2023,4,0,0
2023-11-12 22:05:00,S4,L2,18,rainy,22.7,22,12,11,2023,6,1,0
2023-07-04 17:32:00,S4,L1,17,rainy,25.5,17,4,7,2023,1,0,0
2023-05-15 01:55:00,S5,L3,20,sunny,19.3,1,15,5,2023,0,0,0
2023-11-05 21:26:00,S4,L1,27,cloudy,25.7,21,5,11,2023,6,1,0
2023-05-22 02:46:00,S4,L2,19,sunny,34.1,2,22,5,2023,0,0,0
2023-01-12 09:24:00,S3,L3,17,rainy,24.8,9,12,1,2023,3,0,0
2023-07-17 15:16:00,S5,L1,14,cloudy,30.1,15,17,7,2023,0,0,0
2023-10-21 02:55:00,S1,L1,18,cloudy,20.7,2,21,10,2023,5,1,0
2023-03-31 06:02:00,S2,L3,29,rainy,29.9,6,31,3,2023,4,0,0
2023-11-22 03:27:00,S4,L2,11,sunny,32.7,3,22,11,2023,2,0,0
2023-02-25 09:52:00,S2,L3,14,cloudy,34.1,9,25,2,2023,5,1,0
2023-01-04 03:25:00,S1,L1,26,cloudy,28.0,3,4,1,2023,2,0,0
2023-10-04 10:58:00,S2,L1,25,rainy,30.4,10,4,10,2023,2,0,0
2023-09-26 10:09:00,S1,L1,21,cloudy,20.6,10,26,9,2023,1,0,0
2023-08-17 20:58:00,S3,L1,19,cloudy,25.1,20,17,8,2023,3,0,0
2023-07-18 05:37:00,S4,L2,13,cloudy,23.0,5,18,7,2023,1,0,0
2023-12-30 19:50:00,S1,L2,16,sunny,28.6,19,30,12,2023,5,1,0
2023-12-13 00:50:00,S2,L1,18,sunny,24.4,0,13,12,2023,2,0,0
2023-10-19 16:00:00,S4,L2,14,rainy,30.4,16,19,10,2023,3,0,0
2023-12-06 21:51:00,S3,L2,24,sunny,39.3,21,6,12,2023,2,0,0
2023-04-11 10:52:00,S4,L2,19,cloudy,30.1,10,11,4,2023,1,0,0
2023-11-18 09:54:00,S1,L1,15,sunny,34.1,9,18,11,2023,5,1,0
2023-03-04 01:34:00,S3,L3,17,cloudy,21.1,1,4,3,2023,5,1,1
2023-11-22 10:29:00,S2,L3,20,cloudy,26.6,10,22,11,2023,2,0,0
2023-05-03 20:53:00,S3,L3,25,sunny,28.1,20,3,5,2023,2,0,0
2023-10-11 05:05:00,S3,L1,18,sunny,27.3,5,11,10,2023,2,0,0
2023-04-30 22:18:00,S5,L2,21,sunny,36.2,22,30,4,2023,6,1,0
2023-01-09 23:03:00,S3,L2,22,sunny,23.3,23,9,1,2023,0,0,0
2023-04-01 12:27:00,S3,L1,16,rainy,28.6,12,1,4,2023,5,1,0
2023-10-29 23:23:00,S4,L1,27,sunny,14.9,23,29,10,2023,6,1,0
2023-08-25 17:33:00,S2,L3,17,rainy,29.1,17,25,8,2023,4,0,0
2023-08-28 19:16:00,S4,L3,14,cloudy,29.5,19,28,8,2023,0,0,0
2023-09-02 03:04:00,S4,L1,22,rainy,26.7,3,2,9,2023,5,1,0
2023-12-14 09:34:00,S1,L3,23,cloudy,29.0,9,14,12,2023,3,0,0
2023-08-15 00:57:00,S4,L2,19,rainy,24.2,0,15,8,2023,1,0,0
2023-11-01 00:56:00,S5,L1,16,rainy,20.9,0,1,11,2023,2,0,0
2023-12-30 22:31:00,S5,L1,24,cloudy,22.1,22,30,12,2023,5,1,0
2023-04-26 17:17:00,S1,L2,18,rainy,22.7,17,26,4,2023,2,0,0
2023-06-23 02:32:00,S2,L2,18,cloudy,20.5,2,23,6,2023,4,0,0
2023-09-25 04:08:00,S2,L2,13,sunny,20.3,4,25,9,2023,0,0,0
2023-02-20 13:59:00,S4,L3,23,cloudy,22.8,13,20,2,2023,0,0,0
2023-05-05 10:29:00,S4,L1,19,rainy,25.2,10,5,5,2023,4,0,0
2023-03-20 19:53:00,S4,L3,20,sunny,27.7,19,20,3,2023,0,0,0
2023-04-27 19:13:00,S2,L2,21,rainy,20.9,19,27,4,2023,3,0,0
2023-06-29 07:43:00,S3,L3,10,sunny,22.3,7,29,6,2023,3,0,0
2023-04-23 14:41:00,S5,L2,20,cloudy,23.9,14,23,4,2023,6,1,0
2023-06-30 01:17:00,S3,L3,18,sunny,29.2,1,30,6,2023,4,0,0
2023-01-17 21:25:00,S3,L3,28,sunny,21.0,21,17,1,2023,1,0,0
2023-01-06 16:09:00,S2,L2,13,sunny,24.4,16,6,1,2023,4,0,0
2023-03-03 12:50:00,S3,L3,23,rainy,31.9,12,3,3,2023,4,0,0
2023-08-24 01:28:00,S1,L1,19,sunny,23.0,1,24,8,2023,3,0,0
2023-04-20 23:02:00,S4,L3,23,cloudy,20.8,23,20,4,2023,3,0,0
2023-01-25 04:37:00,S1,L3,23,cloudy,26.6,4,25,1,2023,2,0,0
2023-10-26 08:27:00,S5,L1,22,cloudy,22.8,8,26,10,2023,3,0,0
2023-07-30 21:19:00,S4,L2,23,sunny,13.2,21,30,7,2023,6,1,0
2023-04-09 06:33:00,S3,L1,26,cloudy,28.0,6,9,4,2023,6,1,0
2023-03-27 08:21:00,S5,L3,22,rainy,31.4,8,27,3,2023,0,0,0
2023-05-04 08:03:00,S4,L2,18,cloudy,26.9,8,4,5,2023,3,0,0
2023-08-05 06:41:00,S3,L3,23,sunny,32.2,6,5,8,2023,5,1,0
2023-12-26 10:07:00,S1,L3,31,cloudy,30.2,10,26,12,2023,1,0,0
2023-05-04 05:30:00,S4,L1,23,sunny,22.7,5,4,5,2023,3,0,0
2023-03-27 20:22:00,S3,L1,14,sunny,37.2,20,27,3,2023,0,0,0
2023-01-24 10:18:00,S1,L2,23,cloudy,28.6,10,24,1,2023,1,0,0
2023-07-10 18:17:00,S5,L2,18,rainy,29.1,18,10,7,2023,0,0,0
2023-09-15 09:38:00,S5,L2,18,rainy,22.0,9,15,9,2023,4,0,0
2023-03-27 22:13:00,S5,L3,19,cloudy,19.3,22,27,3,2023,0,0,0
2023-03-22 12:49:00,S5,L1,22,sunny,21.6,12,22,3,2023,2,0,0
2023-06-29 09:21:00,S2,L1,22,cloudy,31.6,9,29,6,2023,3,0,0
2023-09-18 06:00:00,S4,L1,27,sunny,35.6,6,18,9,2023,0,0,0
2023-02-14 23:05:00,S4,L2,23,sunny,28.4,23,14,2,2023,1,0,0
2023-01-17 15:43:00,S2,L1,22,sunny,27.5,15,17,1,2023,1,0,1
2023-11-27 04:54:00,S3,L1,21,rainy,31.8,4,27,11,2023,0,0,1
2023-06-04 02:01:00,S3,L1,24,rainy,33.9,2,4,6,2023,6,1,0
2023-03-15 00:26:00,S5,L2,19,cloudy,19.7,0,15,3,2023,2,0,0
2023-09-08 23:09:00,S1,L1,25,rainy,35.1,23,8,9,2023,4,0,0
2023-10-13 15:12:00,S3,L2,23,sunny,25.1,15,13,10,2023,4,0,0
2023-10-26 11:24:00,S1,L1,25,sunny,32.4,11,26,10,2023,3,0,0
2023-04-20 07:30:00,S4,L1,22,cloudy,21.7,7,20,4,2023,3,0,0
2023-07-09 17:42:00,S1,L1,17,sunny,32.2,17,9,7,2023,6,1,0
2023-09-15 15:11:00,S4,L2,18,cloudy,19.8,15,15,9,2023,4,0,0
2023-09-28 12:52:00,S2,L2,21,cloudy,32.6,12,28,9,2023,3,0,0
2023-09-13 17:10:00,S2,L1,17,sunny,30.2,17,13,9,2023,2,0,0
2023-06-26 13:35:00,S5,L3,20,rainy,19.1,13,26,6,2023,0,0,1
2023-02-02 17:40:00,S3,L2,21,sunny,33.4,17,2,2,2023,3,0,0
2023-09-29 10:16:00,S5,L2,12,sunny,22.1,10,29,9,2023,4,0,0
2023-05-09 15:46:00,S4,L1,30,cloudy,32.7,15,9,5,2023,1,0,0
2023-07-23 03:00:00,S5,L3,28,rainy,27.7,3,23,7,2023,6,1,0
2023-05-18 16:13:00,S1,L1,23,cloudy,20.8,16,18,5,2023,3,0,0
2023-01-18 20:14:00,S4,L2,13,sunny,21.9,20,18,1,2023,2,0,0
2023-11-10 01:45:00,S2,L2,19,cloudy,46.5,1,10,11,2023,4,0,0
2023-07-04 03:18:00,S3,L1,21,cloudy,38.5,3,4,7,2023,1,0,0
2023-07-12 03:37:00,S4,L1,21,sunny,25.9,3,12,7,2023,2,0,0
2023-04-10 19:46:00,S4,L3,20,cloudy,29.1,19,10,4,2023,0,0,0
2023-12-07 03:39:00,S1,L3,15,sunny,33.0,3,7,12,2023,3,0,0
2023-06-10 19:24:00,S3,L2,21,cloudy,20.5,19,10,6,2023,5,1,0
2023-01-15 08:58:00,S2,L3,20,rainy,30.4,8,15,1,2023,6,1,0
2023-06-07 00:23:00,S4,L3,15,sunny,31.9,0,7,6,2023,2,0,0
2023-08-10 15:49:00,S4,L2,19,rainy,28.8,15,10,8,2023,3,0,0
2023-06-12 13:16:00,S1,L2,26,cloudy,34.0,13,12,6,2023,0,0,0
2023-07-29 07:08:00,S5,L2,19,rainy,27.8,7,29,7,2023,5,1,0
2023-08-07 06:56:00,S2,L2,13,rainy,32.5,6,7,8,2023,0,0,0
2023-11-28 09:56:00,S3,L1,22,rainy,28.2,9,28,11,2023,1,0,0
2023-10-10 14:58:00,S4,L2,17,cloudy,19.3,14,10,10,2023,1,0,0
2023-03-06 22:15:00,S4,L2,21,sunny,31.7,22,6,3,2023,0,0,0
2023-08-18 11:31:00,S2,L2,19,cloudy,33.5,11,18,8,2023,4,0,0
2023-07-14 09:57:00,S5,L3,19,cloudy,26.2,9,14,7,2023,4,0,0
2023-10-02 00:18:00,S4,L2,27,cloudy,20.3,0,2,10,2023,0,0,1
2023-12-31 23:15:00,S2,L1,15,sunny,31.3,23,31,12,2023,6,1,0
2023-03-01 20:40:00,S1,L1,16,cloudy,28.6,20,1,3,2023,2,0,0
2023-10-31 00:18:00,S5,L2,17,cloudy,28.5,0,31,10,2023,1,0,0
2023-02-03 10:35:00,S3,L1,21,sunny,27.9,10,3,2,2023,4,0,0
2023-01-16 09:53:00,S4,L3,24,sunny,32.0,9,16,1,2023,0,0,0
2023-10-05 18:47:00,S2,L2,17,sunny,28.4,18,5,10,2023,3,0,0
2023-05-30 03:41:00,S1,L1,22,rainy,24.6,3,30,5,2023,1,0,0
2023-11-28 20:04:00,S3,L1,22,sunny,18.9,20,28,11,2023,1,0,0
2023-03-21 15:02:00,S2,L2,16,rainy,24.7,15,21,3,2023,1,0,0
2023-11-02 20:43:00,S2,L1,21,rainy,31.5,20,2,11,2023,3,0,0
2023-05-26 19:26:00,S3,L2,15,cloudy,25.3,19,26,5,2023,4,0,0
2023-02-07 13:50:00,S1,L1,25,rainy,31.5,13,7,2,2023,1,0,0
2023-11-18 03:02:00,S1,L3,17,cloudy,19.9,3,18,11,2023,5,1,0
2023-11-12 09:03:00,S5,L1,20,rainy,21.9,9,12,11,2023,6,1,0
2023-05-07 08:23:00,S4,L1,19,sunny,21.7,8,7,5,2023,6,1,0
2023-08-10 06:22:00,S3,L2,18,cloudy,27.7,6,10,8,2023,3,0,0
2023-02-12 15:27:00,S3,L1,15,rainy,36.0,15,12,2,2023,6,1,0
2023-01-16 23:32:00,S3,L2,23,cloudy,38.2,23,16,1,2023,0,0,0
2023-09-12 00:47:00,S1,L3,17,sunny,32.3,0,12,9,2023,1,0,0
2023-01-30 03:23:00,S4,L2,15,rainy,17.2,3,30,1,2023,0,0,0
2023-05-29 12:40:00,S5,L2,20,rainy,23.2,12,29,5,2023,0,0,0
2023-09-26 08:21:00,S2,L1,12,sunny,11.8,8,26,9,2023,1,0,0
2023-07-16 11:28:00,S2,L3,15,rainy,27.8,11,16,7,2023,6,1,0
2023-07-23 19:47:00,S3,L2,14,rainy,35.1,19,23,7,2023,6,1,0
2023-02-26 20:37:00,S4,L1,20,cloudy,31.1,20,26,2,2023,6,1,0
2023-05-07 20:45:00,S1,L1,19,rainy,18.2,20,7,5,2023,6,1,0
2023-10-11 17:10:00,S4,L2,20,sunny,33.9,17,11,10,2023,2,0,0
2023-02-05 04:32:00,S4,L1,20,rainy,33.0,4,5,2,2023,6,1,0
2023-09-05 20:53:00,S1,L2,16,cloudy,34.7,20,5,9,2023,1,0,0
2023-05-29 20:49:00,S3,L2,14,rainy,32.5,20,29,5,2023,0,0,0
2023-03-13 06:29:00,S4,L2,15,cloudy,24.4,6,13,3,2023,0,0,0
2023-12-20 12:39:00,S2,L3,15,rainy,17.7,12,20,12,2023,2,0,0
2023-04-24 01:39:00,S1,L2,23,cloudy,32.9,1,24,4,2023,0,0,0
2023-01-19 18:52:00,S5,L1,16,cloudy,30.9,18,19,1,2023,3,0,1
2023-08-30 13:19:00,S3,L3,20,rainy,17.1,13,30,8,2023,2,0,0
2023-06-23 12:42:00,S1,L1,19,sunny,22.2,12,23,6,2023,4,0,1
2023-07-14 16:28:00,S5,L3,17,sunny,22.3,16,14,7,2023,4,0,0
2023-09-02 02:33:00,S5,L3,25,rainy,30.6,2,2,9,2023,5,1,0
2023-12-25 04:42:00,S4,L3,22,rainy,26.9,4,25,12,2023,0,0,1
2023-09-02 21:57:00,S4,L3,22,rainy,25.7,21,2,9,2023,5,1,1
2023-05-27 04:03:00,S4,L1,22,rainy,24.9,4,27,5,2023,5,1,0
2023-01-15 20:47:00,S1,L2,18,rainy,21.4,20,15,1,2023,6,1,0
2023-10-28 23:40:00,S1,L1,14,sunny,31.8,23,28,10,2023,5,1,0
2023-08-05 12:06:00,S3,L2,16,cloudy,23.4,12,5,8,2023,5,1,0
2023-05-22 00:38:00,S4,L1,20,cloudy,32.8,0,22,5,2023,0,0,0
2023-10-20 14:21:00,S5,L3,18,sunny,20.0,14,20,10,2023,4,0,0
2023-05-26 05:30:00,S2,L3,26,sunny,24.5,5,26,5,2023,4,0,0
2023-08-10 02:06:00,S3,L2,14,cloudy,36.8,2,10,8,2023,3,0,0
2023-05-30 23:27:00,S1,L2,19,sunny,28.2,23,30,5,2023,1,0,1
2023-12-29 12:12:00,S3,L1,13,rainy,24.5,12,29,12,2023,4,0,0
2023-12-24 23:07:00,S3,L2,22,sunny,23.9,23,24,12,2023,6,1,0
2023-02-18 23:09:00,S3,L1,20,sunny,22.7,23,18,2,2023,5,1,0
2023-05-05 19:07:00,S3,L2,14,sunny,29.3,19,5,5,2023,4,0,0
2023-02-15 20:09:00,S2,L2,18,sunny,31.5,20,15,2,2023,2,0,0
2023-06-27 02:37:00,S4,L2,17,cloudy,28.3,2,27,6,2023,1,0,0
2023-03-28 09:29:00,S5,L3,23,cloudy,26.7,9,28,3,2023,1,0,0
2023-07-15 10:52:00,S3,L3,31,cloudy,30.0,10,15,7,2023,5,1,0
2023-01-04 04:58:00,S3,L1,20,cloudy,20.0,4,4,1,2023,2,0,0
2023-12-06 07:26:00,S3,L2,21,rainy,28.9,7,6,12,2023,2,0,0
2023-06-13 12:05:00,S4,L1,26,rainy,29.2,12,13,6,2023,1,0,0
2023-08-03 06:49:00,S1,L2,19,cloudy,28.3,6,3,8,2023,3,0,0
2023-09-12 04:43:00,S1,L3,26,cloudy,24.2,4,12,9,2023,1,0,0
2023-08-14 13:48:00,S2,L3,23,cloudy,23.1,13,14,8,2023,0,0,0
2023-05-16 15:30:00,S1,L2,23,sunny,20.5,15,16,5,2023,1,0,0
2023-08-25 09:52:00,S3,L2,21,rainy,34.4,9,25,8,2023,4,0,0
2023-01-22 00:16:00,S3,L3,17,rainy,26.7,0,22,1,2023,6,1,1
2023-12-16 09:57:00,S3,L3,24,sunny,24.9,9,16,12,2023,5,1,0
2023-11-26 12:42:00,S2,L1,26,sunny,24.4,12,26,11,2023,6,1,0
2023-09-23 11:06:00,S3,L3,26,sunny,22.2,11,23,9,2023,5,1,0
2023-03-01 05:06:00,S1,L2,13,rainy,24.3,5,1,3,2023,2,0,1
2023-05-10 06:59:00,S4,L1,22,sunny,33.1,6,10,5,2023,2,0,0
2023-06-03 09:07:00,S4,L2,20,sunny,29.9,9,3,6,2023,5,1,0
2023-08-11 03:25:00,S5,L1,26,sunny,31.1,3,11,8,2023,4,0,0
2023-09-23 02:24:00,S1,L2,17,cloudy,31.8,2,23,9,2023,5,1,0
2023-06-02 07:57:00,S3,L3,24,sunny,38.0,7,2,6,2023,4,0,0
2023-04-09 08:28:00,S4,L2,25,cloudy,27.1,8,9,4,2023,6,1,0
2023-04-18 21:25:00,S1,L1,20,rainy,24.9,21,18,4,2023,1,0,0
2023-03-31 16:10:00,S4,L2,16,rainy,29.2,16,31,3,2023,4,0,0
2023-04-08 01:17:00,S3,L1,25,rainy,30.2,1,8,4,2023,5,1,0
2023-03-02 17:47:00,S4,L2,19,cloudy,26.8,17,2,3,2023,3,0,0
2023-08-16 10:03:00,S5,L3,18,sunny,22.5,10,16,8,2023,2,0,0
2023-06-03 20:51:00,S5,L3,25,rainy,27.9,20,3,6,2023,5,1,0
2023-10-16 19:22:00,S4,L2,23,sunny,29.7,19,16,10,2023,0,0,0
2023-05-24 13:37:00,S1,L2,20,cloudy,28.7,13,24,5,2023,2,0,0
2023-06-28 10:01:00,S1,L2,16,rainy,17.8,10,28,6,2023,2,0,0
2023-11-05 14:58:00,S1,L1,30,sunny,19.0,14,5,11,2023,6,1,1
2023-06-24 06:03:00,S4,L2,14,sunny,30.6,6,24,6,2023,5,1,0
2023-05-14 13:08:00,S1,L2,23,rainy,25.1,13,14,5,2023,6,1,0
2023-09-17 09:01:00,S3,L1,9,sunny,38.1,9,17,9,2023,6,1,0
2023-09-08 18:27:00,S5,L3,18,cloudy,33.7,18,8,9,2023,4,0,0
2023-12-14 23:24:00,S3,L2,12,rainy,20.7,23,14,12,2023,3,0,0
2023-05-08 11:26:00,S1,L2,20,rainy,32.1,11,8,5,2023,0,0,0
2023-11-27 18:40:00,S3,L3,24,rainy,35.0,18,27,11,2023,0,0,0
2023-08-24 19:47:00,S1,L3,19,rainy,24.8,19,24,8,2023,3,0,0
2023-03-19 07:07:00,S4,L1,19,cloudy,26.6,7,19,3,2023,6,1,1
2023-03-09 16:09:00,S3,L2,20,cloudy,24.3,16,9,3,2023,3,0,0
2023-12-04 15:50:00,S4,L2,24,sunny,21.4,15,4,12,2023,0,0,0
2023-11-11 14:01:00,S4,L1,26,cloudy,34.9,14,11,11,2023,5,1,0
2023-06-01 06:02:00,S2,L3,25,sunny,14.1,6,1,6,2023,3,0,1
2023-09-21 14:57:00,S1,L1,20,sunny,23.6,14,21,9,2023,3,0,0
2023-04-10 05:35:00,S5,L3,18,rainy,24.9,5,10,4,2023,0,0,0
2023-06-01 07:59:00,S1,L1,26,sunny,27.8,7,1,6,2023,3,0,0
2023-09-06 00:07:00,S5,L3,25,rainy,20.8,0,6,9,2023,2,0,0
2023-11-14 19:28:00,S1,L1,21,sunny,33.8,19,14,11,2023,1,0,0
2023-04-25 07:20:00,S4,L3,22,cloudy,17.8,7,25,4,2023,1,0,0
2023-10-02 16:25:00,S3,L3,19,rainy,17.9,16,2,10,2023,0,0,0
2023-03-11 03:07:00,S3,L3,19,sunny,27.3,3,11,3,2023,5,1,0
2023-06-25 05:27:00,S2,L3,20,cloudy,20.6,5,25,6,2023,6,1,0
2023-02-16 01:37:00,S5,L3,24,cloudy,28.0,1,16,2,2023,3,0,0
2023-10-25 14:13:00,S5,L2,22,rainy,23.3,14,25,10,2023,2,0,0
2023-10-30 15:42:00,S5,L3,23,rainy,31.0,15,30,10,2023,0,0,0
2023-12-16 15:52:00,S4,L2,25,rainy,22.4,15,16,12,2023,5,1,0
2023-06-21 05:30:00,S5,L3,13,sunny,34.2,5,21,6,2023,2,0,0
2023-05-08 22:30:00,S3,L2,24,rainy,30.1,22,8,5,2023,0,0,0
2023-11-23 22:16:00,S4,L2,21,cloudy,23.2,22,23,11,2023,3,0,0
2023-04-28 13:08:00,S1,L1,25,cloudy,30.1,13,28,4,2023,4,0,0
2023-12-08 15:18:00,S5,L3,20,rainy,27.7,15,8,12,2023,4,0,1
2023-10-29 18:26:00,S5,L1,15,rainy,30.9,18,29,10,2023,6,1,0
2023-06-23 23:24:00,S1,L1,19,cloudy,30.0,23,23,6,2023,4,0,0
2023-03-09 10:02:00,S5,L3,29,sunny,28.8,10,9,3,2023,3,0,0
2023-08-30 14:40:00,S1,L1,15,cloudy,27.3,14,30,8,2023,2,0,0
2023-07-26 14:59:00,S4,L3,18,cloudy,31.5,14,26,7,2023,2,0,0
2023-03-12 17:16:00,S3,L1,24,cloudy,32.9,17,12,3,2023,6,1,0
2023-07-25 12:14:00,S1,L3,20,rainy,27.7,12,25,7,2023,1,0,0
2023-09-08 06:39:00,S2,L3,22,sunny,30.0,6,8,9,2023,4,0,0
2023-09-27 14:09:00,S1,L3,16,sunny,31.7,14,27,9,2023,2,0,0
2023-06-02 18:04:00,S5,L2,21,rainy,35.0,18,2,6,2023,4,0,1
2023-08-08 00:48:00,S4,L1,28,cloudy,34.2,0,8,8,2023,1,0,0
2023-05-19 21:38:00,S4,L2,23,rainy,32.1,21,19,5,2023,4,0,0
2023-05-30 05:02:00,S1,L1,25,rainy,24.9,5,30,5,2023,1,0,0
2023-04-07 17:23:00,S3,L1,13,sunny,20.4,17,7,4,2023,4,0,0
2023-11-05 11:26:00,S2,L1,16,sunny,29.8,11,5,11,2023,6,1,0
2023-10-17 11:59:00,S4,L2,17,rainy,29.8,11,17,10,2023,1,0,0
2023-06-05 13:50:00,S5,L1,21,rainy,25.0,13,5,6,2023,0,0,1
2023-11-28 21:28:00,S5,L2,17,sunny,20.3,21,28,11,2023,1,0,0
2023-09-29 07:51:00,S3,L3,14,sunny,35.3,7,29,9,2023,4,0,0
2023-06-09 11:52:00,S4,L1,22,cloudy,29.1,11,9,6,2023,4,0,0
2023-01-26 04:25:00,S1,L1,23,rainy,21.0,4,26,1,2023,3,0,0
2023-09-03 09:08:00,S5,L3,21,cloudy,26.4,9,3,9,2023,6,1,0
2023-12-01 05:56:00,S3,L3,11,cloudy,20.3,5,1,12,2023,4,0,0
2023-02-06 01:40:00,S4,L1,22,cloudy,30.4,1,6,2,2023,0,0,0
2023-07-06 20:59:00,S4,L3,14,sunny,36.3,20,6,7,2023,3,0,0
2023-12-01 05:56:00,S4,L2,20,cloudy,26.1,5,1,12,2023,4,0,0
2023-12-14 00:50:00,S4,L2,15,sunny,26.5,0,14,12,2023,3,0,0
2023-07-13 18:09:00,S4,L1,18,sunny,25.6,18,13,7,2023,3,0,0
2023-03-07 15:51:00,S5,L2,15,sunny,25.9,15,7,3,2023,1,0,1
2023-10-18 05:59:00,S3,L2,18,rainy,23.1,5,18,10,2023,2,0,0
2023-06-10 19:04:00,S4,L1,18,cloudy,33.9,19,10,6,2023,5,1,0
2023-10-08 08:26:00,S2,L3,9,sunny,28.0,8,8,10,2023,6,1,0
2023-04-24 03:57:00,S2,L1,19,rainy,27.3,3,24,4,2023,0,0,0
2023-12-10 19:19:00,S3,L2,18,rainy,25.9,19,10,12,2023,6,1,0
2023-03-04 02:08:00,S1,L1,26,rainy,20.6,2,4,3,2023,5,1,0
2023-11-01 07:50:00,S1,L1,25,sunny,31.7,7,1,11,2023,2,0,0
2023-07-07 00:38:00,S1,L2,15,sunny,34.1,0,7,7,2023,4,0,0
2023-06-08 17:02:00,S2,L2,20,sunny,17.7,17,8,6,2023,3,0,0
2023-04-25 14:49:00,S1,L1,20,rainy,30.5,14,25,4,2023,1,0,1
2023-08-08 14:37:00,S5,L2,21,sunny,31.3,14,8,8,2023,1,0,0
2023-04-13 22:39:00,S4,L2,18,cloudy,33.4,22,13,4,2023,3,0,0
2023-09-28 05:26:00,S2,L2,22,sunny,33.0,5,28,9,2023,3,0,0
2023-09-29 14:19:00,S3,L2,21,sunny,40.2,14,29,9,2023,4,0,0
2023-05-13 19:28:00,S3,L2,23,cloudy,29.0,19,13,5,2023,5,1,0
2023-09-24 03:21:00,S4,L2,24,sunny,32.0,3,24,9,2023,6,1,0
2023-10-20 19:22:00,S2,L3,19,sunny,27.1,19,20,10,2023,4,0,0
2023-07-09 02:56:00,S1,L1,21,sunny,23.0,2,9,7,2023,6,1,0
2023-04-23 14:30:00,S1,L2,23,sunny,30.5,14,23,4,2023,6,1,1
2023-05-09 05:36:00,S5,L1,16,rainy,32.0,5,9,5,2023,1,0,0
2023-08-17 10:53:00,S5,L3,18,sunny,28.7,10,17,8,2023,3,0,0
2023-01-28 14:39:00,S1,L2,16,cloudy,18.7,14,28,1,2023,5,1,0
2023-05-19 01:43:00,S3,L1,17,cloudy,19.8,1,19,5,2023,4,0,0
2023-08-17 10:22:00,S3,L2,30,rainy,30.8,10,17,8,2023,3,0,0
2023-07-10 07:59:00,S5,L2,18,sunny,25.2,7,10,7,2023,0,0,0
2023-06-16 04:52:00,S4,L2,11,cloudy,28.8,4,16,6,2023,4,0,0
2023-01-20 05:53:00,S1,L2,31,rainy,29.4,5,20,1,2023,4,0,0
2023-08-29 01:31:00,S5,L2,25,sunny,26.4,1,29,8,2023,1,0,0
2023-12-17 16:42:00,S5,L2,11,rainy,25.7,16,17,12,2023,6,1,0
2023-01-20 10:18:00,S1,L2,26,sunny,26.3,10,20,1,2023,4,0,0
2023-03-10 16:15:00,S1,L3,15,rainy,30.0,16,10,3,2023,4,0,0
2023-07-22 03:01:00,S3,L3,29,rainy,29.4,3,22,7,2023,5,1,0
2023-06-13 09:13:00,S4,L2,23,cloudy,23.0,9,13,6,2023,1,0,1
2023-05-08 22:47:00,S4,L2,18,cloudy,26.9,22,8,5,2023,0,0,0
2023-07-16 23:01:00,S1,L3,19,rainy,21.7,23,16,7,2023,6,1,0
2023-11-25 23:47:00,S2,L3,21,sunny,29.6,23,25,11,2023,5,1,1
2023-04-20 04:19:00,S5,L3,23,sunny,24.7,4,20,4,2023,3,0,0
2023-01-27 06:37:00,S5,L2,19,sunny,30.6,6,27,1,2023,4,0,0
2023-09-10 19:14:00,S1,L1,22,sunny,25.8,19,10,9,2023,6,1,0
2023-02-28 23:11:00,S2,L1,22,sunny,32.7,23,28,2,2023,1,0,1
2023-10-21 09:41:00,S3,L1,16,cloudy,33.7,9,21,10,2023,5,1,0
